Gene Symbol,Layer 1,Layer 2,Layer 3,Layer 4,Layer 5,Layer 6,Layer 7,Layer 8,Layer 9,Layer 1(s.e.m),Layer 2(s.e.m),Layer 3(s.e.m),Layer 4(s.e.m),Layer 5(s.e.m),Layer 6(s.e.m),Layer 7(s.e.m),Layer 8(s.e.m),Layer 9(s.e.m),p-values,q-values
0610007C21Rik;Apr3,9.40535E-05,0.000106525,9.55313E-05,9.25795E-05,8.81596E-05,8.43878E-05,8.65797E-05,8.10625E-05,8.37514E-05,1.41067E-05,7.72146E-06,5.72355E-06,4.91853E-06,4.46391E-06,5.68378E-06,5.67949E-06,6.05006E-06,6.92557E-06,0.003307081,0.014799943
0610007L01Rik,9.72818E-05,8.91596E-05,8.20314E-05,8.21003E-05,8.12253E-05,8.04153E-05,8.09476E-05,8.21342E-05,8.00281E-05,1.29661E-05,8.12512E-06,5.22907E-06,4.82249E-06,4.10781E-06,6.14563E-06,4.76207E-06,5.77222E-06,6.4559E-06,0.49331744,0.3795774
0610007P08Rik;Rad26l,8.70068E-07,3.04628E-06,3.72501E-06,6.73708E-06,5.05147E-06,6.11098E-06,5.60619E-06,5.6975E-06,5.4826E-06,4.75825E-07,8.80443E-07,7.96237E-07,2.22592E-06,1.44329E-06,1.88107E-06,1.26632E-06,2.2281E-06,2.00008E-06,0.86612689,0.45191541
0610007P14Rik,0.000116447,9.1879E-05,9.31607E-05,8.62162E-05,8.40908E-05,8.16884E-05,7.61486E-05,7.10786E-05,7.45299E-05,3.57509E-05,9.4838E-06,5.31558E-06,4.5305E-06,5.22519E-06,5.45936E-06,4.61853E-06,5.24912E-06,8.00667E-06,0.15965893,0.21185267
0610007P22Rik,1.29588E-06,3.2029E-06,3.02384E-06,2.88292E-06,3.79044E-06,1.43521E-06,9.68143E-07,1.31618E-06,1.89774E-06,1.0757E-06,1.73408E-06,1.02046E-06,6.63707E-07,1.02441E-06,4.37092E-07,4.36629E-07,6.91833E-07,1.0897E-06,0.1433484,0.19829954
0610008F07Rik,2.47114E-07,2.19267E-06,4.08824E-06,8.7493E-06,6.43494E-06,5.89387E-06,6.35186E-06,5.55736E-06,7.12797E-06,1.60265E-07,6.21219E-07,8.48678E-07,3.40202E-06,1.50522E-06,1.43481E-06,1.57735E-06,1.25906E-06,2.70372E-06,0.19146251,0.23409648
0610009B22Rik,2.76183E-05,3.34202E-05,3.40406E-05,2.9381E-05,0.000028,2.90428E-05,2.81083E-05,2.63681E-05,2.14609E-05,9.09474E-06,3.73722E-06,3.83383E-06,3.02103E-06,2.85709E-06,3.42762E-06,2.93175E-06,3.60084E-06,2.85392E-06,0.087454913,0.15005877
0610009D07Rik,2.72139E-05,2.1418E-05,2.15071E-05,1.99994E-05,1.90362E-05,1.96546E-05,2.07637E-05,2.26328E-05,2.32437E-05,8.75975E-06,3.19353E-06,2.26441E-06,2.03691E-06,2.59152E-06,3.03053E-06,2.90768E-06,4.52351E-06,7.41998E-06,0.2656887,0.27942693
0610009O20Rik,2.73412E-05,2.26634E-05,1.42979E-05,1.5211E-05,1.43294E-05,1.5558E-05,1.35011E-05,1.3357E-05,1.21079E-05,1.51963E-05,6.89781E-06,2.3089E-06,2.16744E-06,1.87212E-06,2.91267E-06,2.2607E-06,2.66163E-06,2.53535E-06,0.53097108,0.38637998
0610010B08Rik;Gm14434;Gm14308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
0610010F05Rik;mKIAA1841;Kiaa1841,2.68213E-06,2.49754E-06,3.41978E-06,3.49959E-06,3.11861E-06,4.40397E-06,2.72604E-06,2.28335E-06,2.3841E-06,1.78021E-06,7.18111E-07,9.10559E-07,8.17179E-07,7.44143E-07,2.124E-06,7.93267E-07,7.75198E-07,9.19995E-07,0.56277749,0.39550649
0610010K14Rik;Rnasek,0.000346293,0.000294509,0.000293417,0.00026278,0.000256978,0.000240753,0.000239669,0.000254756,0.000248484,2.97251E-05,1.41998E-05,1.08394E-05,8.5067E-06,8.89005E-06,1.26884E-05,1.09869E-05,1.36639E-05,1.37324E-05,2.02732E-06,2.33623E-05
0610010O12Rik,2.1052E-05,2.42887E-05,2.83283E-05,2.92215E-05,3.10876E-05,3.45481E-05,3.80182E-05,3.45616E-05,3.68076E-05,5.62658E-06,3.70139E-06,3.44123E-06,2.73933E-06,3.05004E-06,3.66918E-06,4.83973E-06,5.77696E-06,6.25694E-06,0.065324077,0.12483108
0610011F06Rik,0.000396679,0.000363893,0.000352067,0.000322322,0.000296785,0.000276099,0.000280469,0.000268948,0.000265027,3.16255E-05,1.46901E-05,1.1817E-05,9.61278E-06,9.3837E-06,1.10662E-05,1.02696E-05,1.10552E-05,1.21968E-05,1.79105E-07,2.38805E-06
0610011L14Rik,1.67723E-05,1.7867E-05,1.8852E-05,2.16187E-05,2.18485E-05,2.87063E-05,2.45512E-05,2.04285E-05,1.92336E-05,4.13496E-06,2.77363E-06,2.19286E-06,2.6625E-06,2.93777E-06,4.93986E-06,3.07364E-06,2.61407E-06,2.69196E-06,0.82010821,0.44788739
0610012G03Rik,8.77745E-05,0.000126547,0.000129967,0.000123237,0.00012913,0.000137676,0.000134362,0.000133704,0.000125885,1.50363E-05,8.64619E-06,7.00691E-06,6.01826E-06,6.26779E-06,1.04058E-05,7.11651E-06,8.50611E-06,8.32233E-06,0.35949062,0.32887633
0610012H03Rik,7.34734E-06,7.09849E-06,8.1754E-06,7.42663E-06,6.77818E-06,5.08434E-06,4.88156E-06,3.7625E-06,3.90739E-06,3.43679E-06,1.62604E-06,1.46666E-06,1.1906E-06,1.18468E-06,1.05079E-06,1.12866E-06,8.91354E-07,9.37731E-07,0.46953192,0.36950591
0610030E20Rik,7.44169E-06,3.87723E-06,6.09384E-06,5.88722E-06,5.24068E-06,5.83862E-06,7.39319E-06,1.02249E-05,1.07785E-05,4.29389E-06,1.19541E-06,1.52526E-06,1.07503E-06,1.08946E-06,1.15943E-06,1.5209E-06,4.45155E-06,5.47567E-06,0.2259612,0.25672376
0610031J06Rik,0.000110846,8.09364E-05,7.96177E-05,7.7379E-05,7.96859E-05,8.51139E-05,8.23444E-05,8.936E-05,9.698E-05,4.41468E-05,7.25347E-06,5.57478E-06,4.76805E-06,5.31919E-06,6.72868E-06,5.74407E-06,6.98906E-06,1.29896E-05,0.40964383,0.34466055
0610037L13Rik,4.14924E-05,2.9045E-05,2.66645E-05,2.65221E-05,2.9888E-05,2.90461E-05,2.77723E-05,3.13194E-05,3.12031E-05,1.71941E-05,3.62188E-06,2.70491E-06,2.60299E-06,3.10248E-06,3.37636E-06,3.37621E-06,5.65378E-06,6.18374E-06,0.82055546,0.44788739
0610037P05Rik,3.736E-05,3.05182E-05,2.91736E-05,2.73816E-05,0.00003152,3.82417E-05,3.29478E-05,2.80429E-05,2.68782E-05,1.67984E-05,3.96502E-06,2.84377E-06,2.50311E-06,3.54327E-06,5.69156E-06,3.83757E-06,3.83137E-06,3.8886E-06,0.44320882,0.35845979
0610038B21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
0610038F07Rik;Sdhaf2,2.73724E-05,3.36062E-05,3.40071E-05,3.57577E-05,3.4989E-05,3.43968E-05,3.50538E-05,3.3855E-05,3.24602E-05,6.0251E-06,3.77676E-06,2.81818E-06,3.35336E-06,3.09263E-06,3.88212E-06,3.44525E-06,3.60533E-06,3.56222E-06,0.29302447,0.29504899
0610039K10Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
0610040B10Rik,6.65733E-08,5.4578E-07,3.22903E-07,9.25424E-08,2.27558E-08,1.72325E-07,1.40392E-07,3.3896E-08,7.65545E-08,5.44818E-08,3.81338E-07,2.38538E-07,7.37754E-08,1.59547E-08,1.70713E-07,1.39404E-07,3.39348E-08,7.67684E-08,0.70280316,0.43839472
0610040J01Rik,1.17952E-05,1.70895E-05,1.97804E-05,2.14034E-05,2.27141E-05,2.30758E-05,2.2836E-05,1.88075E-05,2.32448E-05,3.82228E-06,2.66428E-06,2.681E-06,2.07502E-06,2.1204E-06,3.54555E-06,3.55317E-06,2.99801E-06,4.50167E-06,0.17539644,0.22373071
0910001L09Rik,0.000172147,0.000165759,0.000162888,0.000141852,0.000127472,0.00012917,0.000116596,0.000125501,0.000131314,3.17856E-05,1.11425E-05,8.23889E-06,6.58201E-06,5.81268E-06,1.07005E-05,6.60518E-06,8.8784E-06,1.14275E-05,2.10475E-05,0.000188909
100039707;Gm2382;AK149842,2.68067E-05,3.2027E-05,3.48523E-05,4.50301E-05,4.3659E-05,4.46035E-05,4.0627E-05,3.95304E-05,3.83692E-05,7.07804E-06,3.57137E-06,3.01282E-06,5.32588E-06,3.05809E-06,3.78398E-06,3.31655E-06,4.38132E-06,4.27405E-06,0.46457324,0.3681335
100042579;Gm10902;Gm17002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
100043387,7.83988E-09,1.40309E-07,1.3758E-07,3.24259E-08,1.4535E-09,1.99846E-13,2.73837E-28,0,0,7.9621E-09,1.38228E-07,1.36062E-07,3.21556E-08,1.44747E-09,1.99351E-13,2.72498E-28,0,0,0.84722208,0.44788739
1100001G20Rik,0.000703882,0.001751044,0.001956712,0.001926827,0.001860442,0.001779719,0.001714486,0.001704919,0.001721798,0.000108405,5.9242E-05,4.63933E-05,3.55009E-05,3.85884E-05,4.53653E-05,4.15868E-05,6.03415E-05,8.48392E-05,9.5308E-19,3.05995E-17
1110001A07Rik;Fam33a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1110001A16Rik,1.11401E-07,1.65184E-06,2.54027E-06,2.72218E-06,2.03322E-06,1.41489E-06,2.33711E-06,2.62577E-06,2.79298E-06,7.42481E-08,7.37372E-07,1.01698E-06,1.14108E-06,7.01297E-07,4.53233E-07,9.17069E-07,9.72549E-07,1.36099E-06,0.63049483,0.41825244
1110001J03Rik,0.000198557,0.000157773,0.000165114,0.00016029,0.000157733,0.000149008,0.000150512,0.00015574,0.000155491,3.20135E-05,1.00953E-05,8.31896E-06,6.77028E-06,6.60845E-06,7.04609E-06,7.04491E-06,1.00265E-05,1.07377E-05,0.46645393,0.36865946
1110002B05Rik;Mir1892,1.99225E-05,1.89552E-05,2.03741E-05,2.29259E-05,2.66118E-05,2.37554E-05,2.36843E-05,0.000020442,2.14453E-05,5.6473E-06,2.42724E-06,2.46182E-06,2.31853E-06,2.86323E-06,2.74489E-06,2.50054E-06,2.8299E-06,2.65689E-06,0.034768562,0.083162072
1110002L01Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1110002N22Rik,1.55259E-05,2.17864E-05,1.85588E-05,1.55472E-05,1.38445E-05,1.36798E-05,1.56861E-05,1.62355E-05,1.59329E-05,4.50079E-06,4.2305E-06,2.26698E-06,1.81614E-06,1.78842E-06,2.70737E-06,2.27077E-06,2.69336E-06,2.50503E-06,0.22176774,0.25410677
1110003E01Rik,4.34495E-05,4.70304E-05,4.65597E-05,5.13433E-05,5.25068E-05,5.11757E-05,5.12642E-05,5.23041E-05,5.10916E-05,7.98069E-06,4.42945E-06,3.28175E-06,4.05538E-06,3.71061E-06,4.57216E-06,4.92876E-06,5.88112E-06,5.56328E-06,0.72022117,0.44236417
1110004E09Rik,2.88199E-05,2.76051E-05,2.92158E-05,2.78443E-05,2.91735E-05,3.32815E-05,2.71841E-05,2.63838E-05,2.76688E-05,8.05616E-06,2.9319E-06,2.5113E-06,2.17995E-06,2.85932E-06,4.4166E-06,2.7678E-06,4.03737E-06,6.84039E-06,0.68515858,0.43416164
1110004F10Rik,4.25878E-05,4.04332E-05,4.40462E-05,5.33614E-05,5.49937E-05,5.13126E-05,4.87974E-05,4.56257E-05,4.62169E-05,8.36925E-06,4.23161E-06,3.87164E-06,3.90515E-06,3.65541E-06,3.87243E-06,3.54069E-06,5.49894E-06,6.43111E-06,0.16019912,0.21228128
1110005A03Rik,4.09348E-07,3.50634E-07,6.40283E-07,8.17892E-07,7.56756E-07,5.56197E-07,1.01364E-06,5.55225E-07,4.14711E-07,3.99935E-07,2.03251E-07,3.20186E-07,3.89818E-07,3.73433E-07,2.69014E-07,4.90523E-07,3.05178E-07,2.32416E-07,0.6088811,0.41056413
1110005A23Rik;Sarnp,3.03644E-06,6.13838E-06,5.78013E-06,5.47624E-06,4.29976E-06,5.99728E-06,4.51729E-06,3.27406E-06,3.2063E-06,1.29158E-06,1.63841E-06,1.18271E-06,1.10664E-06,8.97315E-07,1.55952E-06,9.82922E-07,8.41873E-07,8.67891E-07,0.25929355,0.2765775
1110006O24Rik,5.27788E-08,5.08625E-07,6.42119E-07,1.19696E-06,1.50689E-06,1.68342E-06,2.97249E-06,2.51432E-06,2.5082E-06,4.52035E-08,2.63991E-07,2.66318E-07,4.30907E-07,5.61943E-07,7.33428E-07,1.14144E-06,7.60436E-07,7.3442E-07,0.31285557,0.3058858
1110007A13Rik;Mcmbp,2.26901E-05,3.51932E-05,3.46786E-05,3.54694E-05,3.40121E-05,4.03454E-05,2.76957E-05,2.56621E-05,2.37844E-05,5.58005E-06,4.07468E-06,3.35953E-06,3.67852E-06,3.53459E-06,6.12901E-06,2.69667E-06,3.60202E-06,3.24193E-06,0.22931041,0.25880877
1110007C09Rik,1.31951E-05,1.41231E-05,1.53661E-05,1.59756E-05,1.76057E-05,2.18346E-05,2.18624E-05,2.07361E-05,1.71532E-05,5.03739E-06,2.56045E-06,2.1629E-06,1.92467E-06,2.27534E-06,3.36062E-06,3.91071E-06,3.63633E-06,3.08632E-06,0.28691122,0.29166958
1110008F13Rik,2.39172E-05,2.86376E-05,2.45286E-05,2.89202E-05,3.18559E-05,3.69709E-05,3.9486E-05,4.28697E-05,3.93942E-05,6.28873E-06,5.66487E-06,3.2506E-06,2.44955E-06,2.78683E-06,4.62584E-06,4.10318E-06,5.24138E-06,4.64153E-06,0.084303883,0.14656158
1110008J03Rik,7.76641E-07,4.05793E-06,4.97244E-06,4.6868E-06,3.93789E-06,1.5514E-06,1.32182E-06,1.13241E-06,7.96909E-07,4.0291E-07,1.20346E-06,1.19962E-06,1.00948E-06,1.14885E-06,4.2017E-07,4.08391E-07,4.06946E-07,3.0358E-07,0.11451824,0.17307219
1110008L16Rik,2.03867E-05,2.12412E-05,1.7684E-05,1.60288E-05,1.59108E-05,1.33851E-05,1.39931E-05,1.46806E-05,1.79345E-05,5.32695E-06,3.17539E-06,2.3066E-06,2.25743E-06,1.91187E-06,1.85486E-06,2.06394E-06,2.55628E-06,3.79917E-06,0.023573735,0.063371943
1110008P14Rik,5.99197E-05,6.82667E-05,5.60889E-05,5.01658E-05,4.96579E-05,5.89562E-05,5.89753E-05,5.38109E-05,5.04443E-05,8.68823E-06,7.76379E-06,4.81384E-06,4.02277E-06,4.18289E-06,5.06546E-06,5.37894E-06,5.48365E-06,4.93471E-06,0.68779031,0.43480638
1110012D08Rik,7.32562E-09,2.66798E-07,6.42397E-07,4.974E-07,2.79737E-07,4.46534E-08,6.64203E-10,2.25034E-13,7.61884E-14,6.5596E-09,1.73466E-07,3.71917E-07,2.4124E-07,1.52031E-07,3.20378E-08,5.47647E-10,1.79452E-13,7.03921E-14,0.086248346,0.14877967
1110012J17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1110012L19Rik,8.36224E-06,1.30297E-05,1.33727E-05,1.4044E-05,1.23825E-05,8.62306E-06,8.99998E-06,8.74996E-06,1.40648E-05,4.59549E-06,2.52078E-06,1.7828E-06,1.91324E-06,2.02168E-06,1.27188E-06,1.33633E-06,1.57821E-06,5.25354E-06,0.10345979,0.16620737
1110013L07Rik;Fam189b,1.50048E-06,1.65747E-06,1.45168E-06,1.2611E-06,1.24389E-06,1.17158E-06,8.64207E-07,8.397E-07,8.76974E-07,1.06298E-06,8.8726E-07,7.14441E-07,3.73206E-07,4.04261E-07,3.9778E-07,3.61208E-07,5.77195E-07,6.2247E-07,0.97304269,0.46406153
1110017D15Rik;Smrp1,2.8162E-15,1.98771E-11,8.25148E-10,2.04091E-08,7.28142E-08,3.18034E-07,1.99988E-07,4.26129E-08,2.84361E-08,2.75988E-15,1.90459E-11,7.85484E-10,1.93458E-08,6.87751E-08,3.0025E-07,1.89327E-07,4.05624E-08,2.70271E-08,0.40386315,0.34238597
1110017F19Rik,7.41479E-09,2.73576E-07,3.7618E-07,6.27028E-07,6.66083E-07,6.34167E-08,3.50227E-07,3.92017E-07,2.12837E-07,4.98429E-09,1.76764E-07,2.05014E-07,3.41985E-07,4.42153E-07,6.43741E-08,3.55006E-07,3.96212E-07,2.16222E-07,0.65095861,0.42489349
1110018G07Rik;mKIAA0317,3.59446E-05,3.68654E-05,3.71717E-05,3.41163E-05,2.73994E-05,2.78001E-05,2.83753E-05,2.1361E-05,2.2893E-05,7.57903E-06,4.01883E-06,3.49215E-06,4.11776E-06,2.55884E-06,4.03552E-06,3.35144E-06,2.43508E-06,3.25986E-06,0.00044212,0.002753978
1110018H23Rik;Ptx4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1110018J18Rik,1.94604E-05,2.32235E-05,2.58848E-05,2.70332E-05,2.7068E-05,2.69449E-05,2.60115E-05,2.27781E-05,4.59224E-05,4.59921E-06,2.91863E-06,2.89766E-06,2.98693E-06,2.84042E-06,3.41697E-06,3.37249E-06,3.95679E-06,2.40423E-05,0.35859132,0.328706
1110020A21Rik,1.81102E-06,4.46836E-06,4.78339E-06,4.81164E-06,4.39102E-06,5.34215E-06,8.42455E-06,8.91855E-06,8.23632E-06,9.22573E-07,1.27867E-06,1.16581E-06,1.13323E-06,9.41403E-07,1.02457E-06,1.8694E-06,2.40368E-06,1.90312E-06,0.46315795,0.36763689
1110020G09Rik,3.98678E-05,3.48151E-05,3.08214E-05,2.90968E-05,2.74338E-05,2.95295E-05,2.85985E-05,2.92554E-05,2.594E-05,1.03241E-05,4.49807E-06,2.85955E-06,2.8325E-06,2.88623E-06,3.47065E-06,3.04408E-06,3.96588E-06,3.85769E-06,0.080047612,0.14223456
1110021J02Rik,5.94278E-07,8.13003E-07,3.53779E-07,2.05576E-07,1.96943E-07,1.12588E-07,1.2951E-07,4.54426E-07,4.08264E-07,6.09838E-07,7.46236E-07,2.35091E-07,1.29767E-07,1.36142E-07,8.81044E-08,1.31554E-07,4.59045E-07,4.1337E-07,0.78563565,0.44788739
1110021L09Rik,4.31916E-06,2.71212E-06,2.89901E-06,2.62343E-06,3.41668E-06,8.77169E-06,5.40569E-06,4.34656E-06,3.47878E-06,3.73493E-06,8.73098E-07,8.17173E-07,5.1942E-07,7.28388E-07,4.62592E-06,1.82256E-06,1.60409E-06,1.34445E-06,0.99684752,0.46948886
1110028C15Rik,2.77898E-06,5.25165E-07,7.54502E-07,1.36844E-06,1.45485E-06,9.34012E-07,2.38474E-06,1.83322E-06,3.18382E-06,2.39757E-06,2.54618E-07,3.69962E-07,4.79477E-07,6.45202E-07,7.40758E-07,1.96915E-06,1.18432E-06,2.47052E-06,0.34919027,0.32356814
1110031I02Rik,8.40816E-06,1.45323E-05,1.22431E-05,9.35558E-06,9.56013E-06,1.14804E-05,1.25174E-05,1.4549E-05,1.44649E-05,2.66047E-06,2.81783E-06,1.79787E-06,1.26151E-06,1.65848E-06,2.57963E-06,2.29254E-06,3.07133E-06,3.63859E-06,0.050346439,0.10694525
1110032A03Rik,2.64088E-05,2.32743E-05,2.29097E-05,2.12908E-05,0.000021591,2.29676E-05,2.48645E-05,2.07232E-05,1.97455E-05,6.25233E-06,3.0475E-06,2.53176E-06,2.00744E-06,2.31482E-06,2.41934E-06,2.99909E-06,3.28882E-06,2.69402E-06,0.31095839,0.30469291
1110032A04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1110032F04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1110034A24Rik;Rpl36al,0.000260282,0.000241584,0.000251534,0.000260339,0.000260166,0.00023983,0.000240527,0.000232507,0.000232473,3.30286E-05,9.85185E-06,8.35859E-06,8.32046E-06,8.58036E-06,8.82552E-06,9.44225E-06,1.02578E-05,1.26709E-05,0.15937354,0.21162183
1110034B05Rik,4.38202E-06,1.06047E-06,1.46059E-06,2.60209E-06,3.00692E-06,3.15707E-06,2.2465E-06,2.7119E-06,3.20546E-06,3.74258E-06,4.07565E-07,4.16398E-07,6.34103E-07,9.16948E-07,1.44329E-06,7.00455E-07,1.1987E-06,1.39699E-06,0.62533734,0.41651467
1110034G24Rik,3.6417E-05,1.53601E-05,1.54495E-05,1.16365E-05,7.86096E-06,6.57684E-06,7.34294E-06,6.79997E-06,6.82781E-06,1.23276E-05,2.44511E-06,1.9261E-06,1.43863E-06,1.10316E-06,1.14971E-06,1.31693E-06,1.40654E-06,1.54839E-06,2.44591E-06,2.7838E-05
1110037F02Rik,1.42989E-05,1.08604E-05,1.2894E-05,1.49637E-05,1.68569E-05,1.28199E-05,1.41562E-05,1.53607E-05,1.62784E-05,5.52564E-06,1.5545E-06,1.63359E-06,1.75327E-06,2.08864E-06,1.78015E-06,1.69452E-06,2.6722E-06,2.96043E-06,0.26315804,0.27785218
1110038B12Rik,2.93098E-05,2.74056E-05,2.67094E-05,2.83538E-05,2.14382E-05,1.71539E-05,1.55837E-05,1.59021E-05,1.47566E-05,7.4267E-06,4.95061E-06,3.51189E-06,4.11483E-06,2.57959E-06,1.94412E-06,1.84062E-06,2.93966E-06,2.44478E-06,0.023879705,0.063948579
1110038D17Rik,0.000134406,0.0001131,0.00011118,0.000107878,0.000108058,0.000103956,0.000102941,0.000115145,0.000116049,3.21583E-05,7.60416E-06,5.14213E-06,4.51934E-06,4.88998E-06,6.27142E-06,5.98642E-06,1.18931E-05,1.45093E-05,0.54190993,0.38891342
1110038F14Rik,5.03595E-06,8.61347E-06,1.05654E-05,1.09669E-05,1.10507E-05,9.97298E-06,1.08173E-05,8.90022E-06,7.94978E-06,1.8307E-06,1.61401E-06,1.57088E-06,2.11129E-06,2.87896E-06,1.95421E-06,2.77863E-06,2.16374E-06,1.92372E-06,0.53281689,0.38646277
1110049F12Rik,1.57493E-05,1.51674E-05,1.38201E-05,1.61548E-05,1.55225E-05,1.50769E-05,1.62027E-05,1.48086E-05,1.43963E-05,6.32033E-06,3.81718E-06,1.95103E-06,2.54477E-06,2.27533E-06,2.07645E-06,2.21971E-06,2.47342E-06,2.31847E-06,0.23624833,0.26334292
1110051M20Rik,2.32156E-07,1.64333E-06,2.43983E-06,1.85458E-06,3.09636E-06,6.40798E-07,7.40585E-07,8.39073E-07,1.00473E-06,2.41713E-07,8.45914E-07,8.59032E-07,5.75932E-07,2.19032E-06,2.40727E-07,3.88002E-07,4.51099E-07,5.35513E-07,0.004398763,0.018254952
1110054O05Rik,6.11162E-06,6.87339E-06,4.9125E-06,4.85647E-06,4.71629E-06,5.88721E-06,5.30615E-06,7.37682E-06,7.69336E-06,2.95166E-06,2.10239E-06,1.05577E-06,1.16875E-06,1.56452E-06,1.59154E-06,1.27879E-06,3.80468E-06,3.88417E-06,0.076994214,0.13902217
1110057K04Rik,4.10331E-05,5.37343E-05,5.4844E-05,5.48591E-05,5.47745E-05,5.00777E-05,4.73641E-05,5.32734E-05,5.62509E-05,1.18991E-05,4.47886E-06,3.50953E-06,3.21222E-06,3.83157E-06,3.92622E-06,3.67956E-06,5.57461E-06,6.78814E-06,0.029041666,0.073351861
1110058L19Rik,3.66306E-05,4.63957E-05,4.70666E-05,4.34675E-05,4.20653E-05,3.97228E-05,4.07263E-05,4.17343E-05,4.08217E-05,6.48018E-06,4.72317E-06,3.43438E-06,2.94815E-06,3.03126E-06,3.14596E-06,3.16579E-06,3.7772E-06,3.94298E-06,0.34151516,0.31982356
1110059E24Rik,2.11472E-05,1.45294E-05,1.11182E-05,9.4459E-06,1.07828E-05,1.10533E-05,1.28691E-05,1.21509E-05,1.28451E-05,6.40742E-06,2.61664E-06,1.82108E-06,1.19609E-06,1.65577E-06,2.04355E-06,2.13686E-06,2.01947E-06,2.13338E-06,0.083611405,0.146066
1110059G10Rik;mKIAA1143,1.56213E-05,1.95751E-05,2.08564E-05,1.87503E-05,1.82979E-05,1.38565E-05,1.71088E-05,1.67915E-05,1.82745E-05,5.42242E-06,3.02135E-06,3.07373E-06,2.02647E-06,2.059E-06,1.85994E-06,2.25507E-06,2.21896E-06,2.46178E-06,0.011732064,0.038746313
1110059M19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1110065P20Rik,1.44288E-05,2.08522E-05,1.75302E-05,1.39027E-05,1.21698E-05,1.06983E-05,8.796E-06,1.0684E-05,9.73052E-06,5.53363E-06,4.05623E-06,2.19937E-06,1.65729E-06,1.57696E-06,1.51677E-06,1.28068E-06,2.1594E-06,2.04384E-06,0.016962797,0.050421779
1110067D22Rik,3.02819E-05,2.52919E-05,2.21072E-05,2.01637E-05,2.27767E-05,2.53247E-05,2.17655E-05,1.87804E-05,1.78936E-05,9.62166E-06,5.64203E-06,3.5916E-06,2.27075E-06,3.32714E-06,4.88767E-06,3.52942E-06,3.00706E-06,2.98571E-06,0.87152794,0.45191541
1190002H23Rik,1.54661E-06,7.31544E-06,1.63776E-06,1.96985E-06,1.22835E-06,1.12101E-06,6.99191E-07,4.47322E-07,4.00459E-07,1.53887E-06,6.37839E-06,7.49464E-07,1.32032E-06,1.05443E-06,7.79269E-07,5.85093E-07,3.34793E-07,3.03191E-07,0.35853495,0.32870102
1190002N15Rik,8.06468E-06,1.02005E-05,1.02152E-05,7.38312E-06,7.74219E-06,8.9468E-06,1.17245E-05,1.27186E-05,1.34633E-05,3.57979E-06,2.65153E-06,2.79858E-06,1.44168E-06,1.87427E-06,1.91477E-06,2.78571E-06,3.57221E-06,3.69876E-06,0.26381647,0.27826126
1190003J15Rik,0.000457239,0.00050379,0.000520804,0.00053469,0.00055979,0.000563834,0.000591531,0.000581126,0.00057212,4.04063E-05,1.82483E-05,1.50103E-05,1.4017E-05,1.54888E-05,1.66632E-05,1.76876E-05,2.23735E-05,2.58504E-05,0.023178925,0.062848779
1190003K10Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1190005F20Rik;Trm1l,1.97998E-05,2.52075E-05,2.02669E-05,2.045E-05,2.28545E-05,2.18254E-05,2.39786E-05,2.91276E-05,2.88913E-05,4.19362E-06,3.78294E-06,2.57428E-06,2.17181E-06,3.10014E-06,2.86301E-06,2.86039E-06,4.87992E-06,4.66806E-06,0.69828689,0.43703238
1190005I06Rik,5.56639E-05,4.05536E-05,3.5857E-05,3.03774E-05,2.64652E-05,2.76445E-05,2.53314E-05,2.31212E-05,2.62334E-05,1.35811E-05,4.33153E-06,3.12505E-06,2.77026E-06,2.35491E-06,2.91234E-06,3.4097E-06,3.46787E-06,5.29072E-06,0.000149073,0.001093195
1190007F08Rik,3.00729E-07,1.52349E-06,2.98792E-06,2.95198E-06,3.10947E-06,2.7899E-06,3.91928E-06,6.63919E-06,5.80938E-06,2.33625E-07,4.60253E-07,9.34846E-07,6.07638E-07,7.3668E-07,5.84454E-07,9.79032E-07,4.47621E-06,3.90443E-06,0.75125991,0.44788739
1190007I07Rik,2.75791E-05,2.49965E-05,2.84569E-05,3.30494E-05,2.82722E-05,2.52445E-05,2.23158E-05,1.98682E-05,1.75877E-05,6.22129E-06,2.8258E-06,2.9995E-06,4.39295E-06,2.72109E-06,3.51197E-06,2.48779E-06,2.49889E-06,2.52078E-06,0.13025116,0.18691289
